,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
4210,IGACI,2946.0,6.65756,3.65547,57.332,0.950441,41.0048,60.3735,28.2077,10.2172,2149.5,0.0,55.0119,71.6565,AL
4211,MARIBONDO,290.0,29.7266,3.47586,13.1034,16.8966,66.5517,90.4808,65.5172,4.82759,2720.91,0.0,54.8276,53.4483,AL
4212,MORRO CABECA NO TEMPO,576.0,66.9302,5.93924,50.3472,0.0,48.9583,20.4503,22.3958,23.6111,523.86,0.0,33.6806,64.2361,PI
4213,OLHO DAGUA DAS FLORES,1440.0,6.78223,3.03333,39.5833,0.277778,59.3056,64.411,42.0833,16.1806,439.836,0.0,7.01876,53.6806,AL
4214,NOVO MUNDO,1203.0,280.615,2.93017,6.31754,3.2419,89.3599,52.044,68.7448,20.1995,4866.93,3284.1,71.2386,54.8628,MT
4215,CANINDE DE SAO FRANCISCO,1229.0,40.6548,3.04312,20.179,2.76648,68.6737,58.01,27.6648,40.4394,1231.21,0.0,9.90991,53.6208,SE
4216,OLIVENCA,1593.0,6.7051,4.41871,47.8343,0.376648,51.7263,74.6186,48.1481,17.3886,404.139,0.0,3.5804,81.7954,AL
4217,PINDOBA,325.0,16.1269,2.76923,11.6923,5.23077,55.0769,90.7992,61.8462,1.53846,15580.7,0.0,62.7692,48.6154,AL
4218,CARNEIROS,616.0,10.2369,4.7013,55.6818,0.0,43.9935,79.5901,35.7143,16.2338,439.97,0.0,2.5974,55.3571,AL
4219,SAO JOSE DA TAPERA,2468.0,10.7483,3.96434,41.6126,0.0405186,58.2253,66.6109,40.154,20.705,391.723,0.0,2.18978,50.2431,AL
4220,BARRA DE SAO MIGUEL,15.0,107.457,3.33333,13.3333,46.6667,20.0,15.386,13.3333,0.0,882.353,0.0,7.69231,33.3333,AL
4221,SOBRADINHO,561.0,61.6489,5.27986,25.1337,24.9554,37.9679,0.694604,13.1907,8.02139,2611.66,0.0,37.2051,42.246,BA
4222,ATALAIA,440.0,59.5264,9.67955,45.4545,4.54545,30.4545,28.4007,45.6818,2.04545,5186.41,0.0,18.6364,51.3636,AL
4223,MACEIO,44.0,410.22,48.5,18.1818,18.1818,59.0909,13.2473,40.9091,4.54545,0.0,0.0,32.5581,18.1818,AL
4224,CACIMBINHAS,774.0,23.9748,3.06977,36.0465,0.0,63.9535,67.8537,29.4574,34.3669,496.614,0.0,3.36352,68.7338,AL
4225,PAULO JACINTO,337.0,27.0725,3.13056,26.4095,0.296736,67.9525,95.9506,67.359,2.67062,2379.7,0.0,69.7329,61.1276,AL
4226,CARAUBAS,1434.0,49.6486,2.74756,34.1004,0.41841,61.8549,42.4349,41.7713,25.1046,395.653,0.0,33.8912,60.6695,RN
4227,PAULO AFONSO,1797.0,24.7571,2.7685,38.8425,2.39288,53.478,36.2487,34.9471,7.51252,976.285,0.0,7.96411,60.1558,BA
4228,PORTO ACRE,1579.0,130.384,3.48575,17.5427,10.2597,66.3711,52.0629,67.0678,8.29639,3819.27,0.0,25.6491,54.4015,AC
4229,FARTURA DO PIAUI,1149.0,32.0036,2.77981,20.8007,0.0,76.8494,7.57996,9.92167,12.2715,355.929,0.0,3.57143,51.7842,PI
4230,VALE DO ANARI,1707.0,70.7156,3.72583,4.33509,8.49443,85.1201,76.896,45.8114,40.3632,1222.99,1872.42,58.6753,58.1137,RO
4231,MINADOR DO NEGRAO,793.0,16.3372,3.53594,20.3026,0.0,79.5713,75.3054,35.9395,20.9332,760.287,0.0,24.338,76.2926,AL
4232,DIVINOPOLIS DO TOCANTINS,722.0,261.994,2.54571,3.04709,0.0,95.8449,54.8403,76.0388,15.374,3446.74,2828.57,14.9584,41.2742,TO
4233,MONTE ALEGRE DO PIAUI,1608.0,90.5398,3.66107,51.8035,1.05721,36.3184,27.9944,51.4925,3.66915,7083.81,2751.83,4.72637,48.8806,PI
4234,PILAO ARCADO,5178.0,23.1479,3.37833,37.9876,0.598687,60.3129,80.4045,29.5867,9.25068,344.162,0.0,7.13727,51.9119,BA
4235,SENADOR RUI PALMEIRA,1558.0,12.2801,3.4018,53.9153,0.0,45.6996,74.2849,45.122,20.2824,508.635,0.0,2.37484,55.7766,AL
4236,PALMEIRA DOS INDIOS,3492.0,6.38142,2.81615,59.1352,3.89462,35.0802,65.5876,20.7617,9.42153,769.86,0.0,23.6322,67.0676,AL
4237,OLHO DAGUA DO CASADO,722.0,16.0726,3.81579,64.4044,1.10803,34.2105,77.6571,31.856,18.9751,431.107,0.0,0.831025,66.6205,AL
4238,TOCANTINIA,690.0,56.9036,4.07826,19.2754,0.434783,44.7826,45.0575,17.8261,5.36232,4457.96,3186.21,9.92593,44.2029,TO
4239,REDENCAO DO GURGUEIA,624.0,93.6377,3.60737,34.9359,1.60256,53.6859,29.6779,37.8205,10.4167,4984.31,2781.82,16.9628,37.9808,PI
4240,ESTRELA DE ALAGOAS,2676.0,5.86369,3.33782,63.7892,5.53064,30.3438,56.1863,30.0075,7.24963,477.366,0.0,7.70093,67.1525,AL
4241,CAMPO ALEGRE DE LOURDES,5260.0,21.6444,3.33175,43.0798,0.0570342,54.9049,10.7578,22.7947,4.42966,285.53,0.0,12.626,67.2243,BA
4242,SANTANA DO IPANEMA,2351.0,9.32891,4.04892,38.3241,0.127605,61.5483,63.8176,43.2582,20.3318,461.487,0.0,7.18843,71.8843,AL
4243,BUJARI,1404.0,188.376,3.48575,33.4046,6.26781,52.6353,40.0676,40.4558,6.48148,2720.12,0.0,10.6277,47.0085,AC
4244,REMANSO,3713.0,43.5011,3.56316,16.2672,0.0807972,76.8112,12.246,19.8222,13.547,550.968,0.0,9.0566,70.4821,BA
4245,MIRANORTE,504.0,149.008,3.87698,27.381,1.19048,67.4603,53.6336,51.5873,19.8413,2810.52,3042.51,51.9841,58.5317,TO
4246,CHA PRETA,420.0,53.1902,4.0381,8.80952,14.0476,55.4762,88.4225,53.0952,13.3333,3871.6,0.0,64.9165,51.4286,AL
4247,GILBUES,761.0,156.256,4.51905,34.4284,0.65703,53.3509,8.10526,32.0631,28.3837,8361.59,2904.76,7.88436,65.3088,PI
4248,INHAPI,1745.0,14.8814,3.06075,42.063,0.229226,57.5358,54.2314,40.6877,19.7708,496.773,0.0,7.62615,58.6246,AL
4249,DIRCEU ARCOVERDE,1561.0,31.553,3.11851,44.1384,0.0640615,53.4273,24.5819,10.8905,9.22486,276.231,0.0,5.70147,54.7085,PI
4250,PARICONHA,757.0,4.45295,3.5284,66.7107,0.528402,31.3078,65.0471,28.4016,2.90621,384.82,0.0,0.1321,58.7847,AL
4251,ABREULANDIA,388.0,405.754,3.04381,5.6701,0.0,93.299,65.3814,77.5773,1.03093,2241.25,2489.96,13.6598,36.0825,TO
4252,BOA VENTURA,371.0,22.6674,3.28032,29.9191,0.808625,66.3073,19.6363,25.6065,30.9973,789.138,0.0,29.9191,45.5526,PB
4253,VARZEA BRANCA,1139.0,18.1169,3.36348,27.2169,0.614574,69.0079,3.53354,12.1159,10.4478,288.768,0.0,0.351494,60.1405,PI
4254,POCO DAS TRINCHEIRAS,1486.0,11.3562,4.43809,43.7416,0.13459,54.105,67.6126,38.8291,21.5343,465.821,0.0,15.2394,78.6003,AL
4255,BRANQUINHA,543.0,13.6465,2.75691,5.89319,52.1179,39.4107,58.4396,38.4899,0.184162,9952.99,0.0,29.4659,30.2026,AL
4256,MURICI,594.0,48.6731,3.71044,57.2391,23.7374,14.4781,48.9181,19.5286,2.52525,1687.34,0.0,15.8249,61.7845,AL
4257,FLEXEIRAS,558.0,41.2955,3.17563,48.0287,16.4875,28.3154,48.3258,34.767,1.79211,1283.04,0.0,28.4946,55.7348,AL
4258,SAO LUIS DO QUITUNDE,883.0,36.2888,7.08154,62.2877,13.0238,21.9706,17.9305,22.8766,1.01925,1678.84,0.0,42.2247,66.1382,AL
4259,PORTO DE PEDRAS,241.0,65.3796,7.16598,52.2822,29.8755,15.7676,36.4014,25.3112,0.829876,0.0,0.0,28.6307,51.4523,AL
4260,MATRIZ DE CAMARAGIBE,312.0,49.6733,8.77564,63.4615,6.41026,27.2436,27.9031,27.5641,0.320513,1237.29,0.0,48.3333,52.5641,AL
4261,CATURITE,544.0,16.8858,2.70221,6.80147,0.183824,92.4632,37.9287,24.2647,38.7868,1125.81,0.0,45.0368,66.5441,PB
4262,TAMANDARE,571.0,10.2588,1.53765,48.5114,26.2697,20.4904,33.4497,15.5867,0.175131,2118.68,0.0,11.0333,40.2802,PE
4263,CASEARA,461.0,314.611,2.56616,9.76139,1.0846,88.5033,58.7892,21.4751,35.141,4066.12,3097.63,5.20607,48.59,TO
4264,JAPARATINGA,158.0,30.733,3.67722,42.4051,41.1392,13.9241,30.7981,12.6582,0.0,1000.0,0.0,18.3544,35.443,AL
4265,GUARIBAS,850.0,15.9418,3.83176,68.8235,0.117647,28.4706,11.2838,18.4706,4.35294,410.93,0.0,14.2353,53.6471,PI
4266,JUAZEIRO,7288.0,35.2493,5.48052,12.3216,36.9237,36.6356,1.83538,11.1553,4.77497,1402.42,0.0,47.313,53.5675,BA
4267,RIO DOS BOIS,375.0,146.507,3.09333,38.6667,0.533333,53.8667,35.0419,39.7333,22.6667,2715.45,2437.56,42.6667,44.0,TO
4268,UNIAO DOS PALMARES,1650.0,13.7221,2.7,38.1212,34.3636,20.7273,51.3656,26.4848,1.0303,1315.19,0.0,7.93939,47.1515,AL
4269,SANTANA DO MUNDAU,1679.0,12.4565,2.74866,9.58904,63.0137,25.4914,70.9071,34.2466,0.536033,1578.21,0.0,24.8958,55.9857,AL
4270,JOAQUIM GOMES,751.0,16.9308,2.26631,52.7297,30.6258,13.0493,59.2876,19.0413,0.798935,977.148,0.0,7.98935,46.0719,AL
4271,BOM CONSELHO,2710.0,14.8398,3.31033,38.0074,2.84133,57.8598,76.6874,18.893,29.4465,813.147,0.0,19.2293,58.5609,PE
4272,TEREZINHA,850.0,10.3251,3.53882,32.5882,0.352941,66.2353,78.364,34.3529,28.2353,395.896,0.0,25.8824,61.7647,PE
4273,CORRENTES,1291.0,18.1684,3.31294,12.6259,3.33075,72.5019,88.5026,53.2146,17.8156,636.428,0.0,61.2703,35.8637,PE
4274,SAO LOURENCO DO PIAUI,860.0,27.9361,2.81744,17.3256,0.116279,80.9302,18.9173,10.9302,9.88372,354.274,0.0,0.814901,47.6744,PI
4275,CANAPI,1692.0,22.6044,3.95154,38.8298,0.0,60.9929,74.3312,43.5579,27.4232,580.033,0.0,1.53664,68.2624,AL
4276,BONFIM DO PIAUI,1417.0,10.1163,3.28158,27.3818,0.141143,70.5011,3.03032,12.0677,3.52858,226.566,0.0,0.0708215,72.4771,PI
4277,PEDRO AFONSO,376.0,343.651,6.07181,31.383,0.0,68.0851,15.5568,55.8511,9.84043,4802.28,2975.85,24.2021,38.5638,TO
4278,GLORIA,1498.0,12.9809,5.11682,33.7784,16.6889,41.8558,42.8592,17.0895,1.13485,847.34,0.0,23.8652,57.3431,BA
4279,BREJAO,1005.0,11.1956,2.94129,33.5323,3.38308,60.4975,72.0149,27.3632,15.3234,577.801,0.0,19.3035,44.0796,PE
4280,PALMEIRINA,737.0,14.5529,2.67028,23.0665,7.59837,67.9783,90.1109,58.4803,13.8399,370.812,0.0,48.8467,56.038,PE
4281,CAMPO ALEGRE,337.0,62.9957,12.8694,78.9317,6.23145,11.276,4.95421,6.82493,1.18694,599.151,2025.2,47.181,61.4243,AL
4282,FORTALEZA DO TABOCAO,106.0,284.556,4.15094,5.66038,0.0,93.3962,52.401,74.5283,18.8679,3063.73,3057.88,41.5094,52.8302,TO
4283,BOM JESUS,1023.0,233.249,3.61486,47.9961,0.977517,40.958,15.6511,32.0626,13.001,7134.93,2693.69,30.7918,51.6129,PI
4284,PORTO CALVO,416.0,49.8001,8.50961,31.4904,52.4038,15.3846,37.2552,24.7596,1.68269,1851.85,0.0,60.3365,44.7115,AL
4285,JUNDIA,215.0,18.6419,3.22326,28.3721,24.186,41.3953,51.26,52.093,0.0,0.0,3600.0,9.30233,55.3488,AL
4286,SAO MIGUEL DOS CAMPOS,148.0,213.63,19.8378,62.8378,2.02703,25.6757,7.90599,22.973,0.675676,2389.03,0.0,26.3514,34.4595,AL
4287,DOIS IRMAOS DO TOCANTINS,1157.0,252.406,3.45462,3.71651,0.691443,95.2463,66.2372,77.0095,4.40795,3568.48,2170.83,20.8297,60.847,TO
4288,SAO JOSE DA LAJE,356.0,100.588,8.13202,14.8876,8.42697,71.6292,13.1755,50.8427,2.80899,809.199,0.0,7.58427,45.2247,AL
4289,AGUAS BELAS,3060.0,17.3849,3.37353,40.1307,1.37255,58.0065,70.0214,20.5229,28.6601,722.132,0.0,4.67473,71.6013,PE
4290,IATI,1832.0,15.4395,3.18122,54.5306,0.982533,43.6681,75.6861,15.1747,25.2729,663.575,0.0,5.34935,68.559,PE
4291,SALOA,1469.0,10.6747,2.83186,47.4472,0.408441,47.8557,59.8058,23.8257,18.9244,429.53,0.0,13.9551,66.9843,PE
4292,MARAGOGI,1180.0,12.8336,4.27203,45.0,38.6441,14.322,36.7504,23.3898,0.254237,1047.9,0.0,38.5593,51.8644,AL
4293,MACURURE,996.0,45.2575,3.06124,0.60241,0.803213,78.012,22.766,23.6948,3.51406,360.0,0.0,6.83417,60.3414,BA
4294,LAGOA DA CANOA,1583.0,3.43433,3.90019,82.8806,0.315856,15.6033,45.5225,11.1181,4.80101,1566.71,0.0,78.6439,65.0663,AL
4295,IBATEGUARA,419.0,28.0178,2.02625,26.7303,22.673,46.5394,59.8202,72.315,1.67064,2272.07,0.0,11.4558,29.1169,AL
4296,COLONIA LEOPOLDINA,354.0,41.3142,3.4209,46.0452,37.8531,12.7119,14.7006,19.774,0.564972,3866.25,0.0,3.11615,26.2712,AL
4297,BELO MONTE,498.0,20.7766,2.03213,28.3133,0.60241,70.8835,80.9581,30.1205,39.3574,3414.44,0.0,4.01606,20.0803,AL
4298,CATENDE,892.0,6.00526,1.79933,36.7713,26.9058,28.4753,53.156,26.6816,1.68161,692.287,0.0,17.8733,46.5247,PE
4299,NOVO LINO,281.0,32.061,2.90391,61.21,14.5907,18.5053,35.7563,31.3167,1.42349,1807.98,0.0,64.0569,55.1601,AL
4300,PARANATAMA,2031.0,6.40791,2.95076,55.6376,0.0492368,43.2792,55.9761,28.4589,8.91187,310.773,0.0,4.77597,68.6854,PE
4301,SAO JOSE DA COROA GRANDE,326.0,12.708,2.01534,41.411,32.8221,21.4724,49.4579,35.2761,0.0,0.0,0.0,12.0,38.6503,PE
4302,CAMPESTRE,124.0,25.041,3.37097,49.1936,4.83871,33.0645,47.6157,25.8065,0.0,0.0,0.0,8.87097,58.0645,AL
4303,BOM JESUS DO TOCANTINS,243.0,245.51,3.13169,27.9835,0.0,71.1934,52.1768,70.7819,11.9342,4468.94,2943.64,14.8148,45.679,TO
4304,JACUIPE,444.0,36.06,2.48874,26.5766,30.8559,37.6126,74.3678,38.2883,0.0,0.0,0.0,9.00901,29.0541,AL
4305,SANTA LUZ,435.0,88.9312,4.62069,19.0805,0.91954,76.3218,33.1377,45.0575,29.1954,927.535,0.0,49.8851,71.0345,PI
4306,CENTENARIO,340.0,297.233,5.47353,23.8235,0.882353,74.7059,58.8599,67.9412,14.7059,3645.66,2017.75,9.70588,51.7647,TO
4307,SAO JOAO,2749.0,5.5683,3.18479,72.7174,1.16406,25.1364,53.5266,36.195,3.49218,544.677,0.0,21.3479,64.2415,PE
4308,ITAIBA,4232.0,15.6601,3.67084,24.3384,0.189036,75.1418,65.4482,19.1163,40.7372,508.622,0.0,12.9292,61.0113,PE
4309,GARANHUNS,3055.0,8.57931,2.6635,53.3879,1.73486,41.5712,62.4568,31.0638,8.05237,338.055,0.0,7.69231,59.8691,PE
4310,ALTO PARNAIBA,447.0,516.25,4.50783,18.5682,0.671141,79.8658,15.7157,81.2081,6.04027,5735.76,2552.9,4.25056,70.6935,MA
4311,BARREIROS,676.0,18.2619,2.24112,46.8935,22.7811,23.9645,42.4943,32.3965,0.147929,2553.05,0.0,16.2687,32.9882,PE
4312,QUIPAPA,1670.0,9.64729,2.9491,31.1377,16.9461,51.8563,78.5811,32.994,0.658683,1182.93,0.0,5.16207,36.3473,PE
4313,MARAIAL,355.0,23.6246,1.55211,4.50704,2.53521,92.6761,82.3955,90.7042,0.28169,0.0,0.0,1.97183,26.7606,PE
4314,TUPIRAMA,142.0,247.341,4.09859,43.662,1.40845,51.4085,26.1096,37.3239,19.7183,4240.82,2284.16,35.9155,33.8028,TO
4315,RODELAS,997.0,9.48578,2.81846,11.8355,71.9157,15.5466,38.0092,5.31595,0.300903,2221.15,0.0,81.344,46.6399,BA
4316,CUJUBIM,1897.0,102.47,3.17132,11.4918,8.59251,78.1234,59.9605,47.127,30.5746,3441.51,2786.8,53.1365,66.1044,RO
4317,CAETES,4463.0,4.85615,3.63253,59.5115,0.0,39.9283,39.2765,37.7325,15.819,442.092,0.0,7.50616,66.3679,PE
4318,CHORROCHO,1172.0,56.1947,3.25939,3.66894,1.53584,93.43,91.0025,31.1433,3.32765,993.691,0.0,16.5179,55.2901,BA
4319,PALESTINA,120.0,16.0591,4.48333,19.1667,1.66667,79.1667,65.8312,29.1667,49.1667,577.36,0.0,21.3675,62.5,AL
4320,CANHOTINHO,2180.0,14.9026,2.36101,53.578,7.98165,36.6514,80.8471,44.7706,2.88991,369.556,0.0,22.3448,42.7064,PE
4321,CARACOL,1443.0,22.6447,3.02218,41.3721,0.2772,55.5094,24.3557,17.8794,5.26681,456.126,0.0,5.05891,62.7166,PI
4322,SANTANA DO ARAGUAIA,2051.0,418.266,3.2077,3.90054,0.195027,95.0756,59.6515,72.9888,15.6997,5413.34,3061.37,32.0976,55.6314,PA
4323,CASA NOVA,7509.0,38.2917,4.67932,12.6914,6.56545,64.8289,6.80492,20.5886,5.68651,1252.02,0.0,18.2995,54.6278,BA
4324,CRISTINO CASTRO,495.0,128.926,2.98384,25.8586,6.46465,64.4444,19.1037,51.3131,7.47475,678.484,0.0,3.04878,23.4343,PI
4325,PETROLANDIA,1579.0,13.7897,2.98797,34.9588,34.7055,25.9025,6.79828,13.9329,1.39329,3997.21,0.0,58.9695,47.4984,PE
4326,MARECHAL THAUMATURGO,1677.0,21.6192,3.31723,82.5283,2.14669,12.582,11.3324,37.8056,1.55039,1918.04,0.0,8.70602,46.2731,AC
4327,TACARATU,3061.0,8.17941,3.35969,50.7351,7.31787,39.7582,40.5898,18.8174,1.20876,487.596,0.0,9.43709,60.3071,PE
4328,SANTA MARIA DO TOCANTINS,413.0,208.986,2.61743,28.5714,0.484262,69.9758,70.8487,41.1622,29.54,4351.49,2536.04,22.8155,22.276,TO
4329,LAGOA DOS GATOS,2262.0,6.46489,2.04377,29.7082,30.1061,27.1883,58.6877,28.2051,1.76835,628.283,0.0,19.2308,58.8859,PE
4330,GOIANORTE,698.0,174.429,2.83811,2.29226,0.286533,96.2751,74.3479,57.1633,34.957,2301.02,3155.07,37.9656,56.1605,TO
4331,CORONEL JOSE DIAS,732.0,69.1197,2.90301,18.1694,0.409836,72.6776,31.4728,20.765,11.2022,245.407,0.0,0.546448,50.9563,PI
4332,PETROLINA,7018.0,22.7918,6.52793,15.8735,45.8535,30.2223,8.94624,8.87717,3.0208,1011.04,0.0,54.1631,53.1205,PE
4333,INAJA,2023.0,21.4363,3.89669,33.0203,0.543747,59.4167,26.7514,32.3282,3.01532,1675.94,0.0,32.6723,47.8497,PE
4334,ANTONIO MARTINS,349.0,46.6097,3.10888,25.2149,0.286533,73.639,51.0949,51.8625,27.5072,395.512,0.0,69.6275,47.851,RN
4335,COLMEIA,693.0,124.01,1.9899,1.8759,0.0,96.2482,73.3059,56.9986,37.6623,5355.66,0.0,38.6724,59.8846,TO
4336,RIO FORMOSO,881.0,22.3645,9.78547,56.2997,32.3496,6.69694,11.2356,10.1022,0.227015,3104.46,0.0,14.3182,56.1862,PE
4337,SAO RAIMUNDO NONATO,3664.0,15.0636,2.43341,28.7391,1.69214,62.0087,21.8327,5.67686,3.60262,420.415,0.0,1.55568,43.3133,PI
4338,DOM INOCENCIO,1876.0,91.2553,3.3742,4.90405,0.0533049,64.9254,23.5743,15.8316,17.0043,289.222,0.0,1.97228,64.0192,PI
4339,CAPOEIRAS,2706.0,8.48699,3.02254,45.898,0.0,53.8433,48.9918,35.5876,27.088,433.678,0.0,3.62292,71.0273,PE
4340,SOCORRO DO PIAUI,635.0,24.438,2.79213,56.8504,0.15748,41.8898,41.5278,11.6535,13.7008,748.544,0.0,29.2913,56.063,PI
4341,ARAGUACEMA,959.0,182.393,3.07612,22.732,0.938478,75.0782,49.7309,52.7633,8.4463,3459.21,2731.15,20.1251,49.3222,TO
4342,BELEM,232.0,12.4386,3.0,37.069,2.58621,53.0172,86.5207,35.7759,5.17241,718.648,0.0,60.3448,67.2414,AL
4343,PALMARES,540.0,34.2446,2.31296,45.1852,41.4815,10.5556,9.4871,12.4074,0.37037,6515.63,0.0,20.0,40.9259,PE
4344,RIBEIRAO,312.0,63.9622,5.68269,62.8205,16.9872,18.2692,13.1261,31.7308,0.641026,431.034,0.0,34.2949,41.0256,PE
4345,GUARAI,678.0,192.408,3.48525,10.472,0.294985,85.9882,55.6662,62.8319,19.174,4131.72,2530.91,37.1681,43.3628,TO
4346,PARIPUEIRA,84.0,36.3411,4.4881,26.1905,29.7619,33.3333,21.4175,13.0952,3.57143,421.389,0.0,8.33333,54.7619,AL
4347,BELEM DE MARIA,894.0,5.79973,2.27852,36.5772,11.9687,35.906,51.3841,42.2819,1.90157,841.313,0.0,2.23714,52.5727,PE
4348,GAMELEIRA,571.0,34.6621,4.61997,69.8774,18.0385,9.45709,8.92971,18.7391,0.525394,517.241,0.0,57.9685,41.1559,PE
4349,SIRINHAEM,718.0,48.9457,6.22006,69.3593,14.9025,8.91365,2.40207,14.4847,0.139276,10412.4,0.0,34.1844,35.0975,PE
4350,CURRAIS,759.0,265.142,3.1805,42.8195,1.31752,43.8735,12.3541,37.2859,2.37154,5930.32,2516.83,27.9315,68.7747,PI
4351,CURACA,4655.0,31.8169,3.80945,15.2739,28.7433,42.2342,0.933274,15.811,3.20086,2416.23,0.0,39.0043,55.725,BA
4352,AGUA PRETA,1234.0,17.9108,3.85494,55.0243,14.6677,27.5527,52.1567,32.1718,0.486224,1011.17,0.0,45.935,45.0567,PE
4353,LAGOA GRANDE,1412.0,40.4328,4.63527,3.54108,27.2663,55.3116,9.32724,18.7677,2.76204,2427.89,0.0,30.922,49.7167,PE
4354,MAJOR ISIDORO,1985.0,13.6753,2.87909,16.6247,0.352645,82.9723,70.2075,24.4332,28.0605,1724.61,0.0,10.5847,65.2897,AL
4355,PANELAS,2440.0,8.33688,2.28689,55.6557,6.22951,35.041,74.7172,37.623,7.45902,413.975,0.0,18.459,60.3689,PE
4356,ABARE,1885.0,23.8299,4.15968,13.3687,27.6393,56.4987,80.8592,26.8966,3.07692,1856.32,0.0,40.7536,56.9231,BA
4357,PEDRA,1834.0,27.558,2.37568,19.0294,4.74373,73.6641,67.7883,16.6303,39.1494,1158.81,0.0,6.33188,46.5649,PE
4358,SAO BENTO DO UNA,4101.0,8.34187,2.66715,39.1856,0.633992,59.8634,50.3421,33.9917,23.4333,544.803,0.0,8.5345,63.0334,PE
4359,IPOJUCA,1489.0,24.2958,6.17529,68.0994,11.9543,11.6185,1.29752,14.5735,0.201477,4659.5,0.0,17.9549,55.7421,PE
4360,BUIQUE,5652.0,12.404,2.96231,32.3425,2.54777,62.2081,55.9113,29.1755,27.6362,645.931,0.0,4.05166,61.3588,PE
4361,TUPANATINGA,2635.0,12.8879,2.68843,38.9374,1.32827,58.8615,51.9177,19.6964,28.5769,470.369,0.0,4.38095,63.4915,PE
4362,VICOSA,837.0,25.5212,3.33692,25.3286,5.61529,50.0597,80.0745,54.2413,6.33214,1022.61,0.0,49.4611,42.7718,AL
4363,VITORIA,16.0,10.4602,1.5,0.0,12.5,87.5,79.881,18.75,37.5,0.0,0.0,0.0,56.25,ES
4364,SANTA FILOMENA,640.0,364.996,6.84688,43.5938,2.65625,48.2813,6.21717,50.4688,5.9375,6333.79,2600.45,24.4131,53.125,PI
4365,BARRA DE GUABIRABA,375.0,16.7863,3.06933,14.9333,26.1333,11.4667,66.62,9.6,1.06667,344.828,0.0,50.4,64.2667,PE
4366,BONITO,1679.0,10.0163,2.80524,20.2501,21.9178,22.9303,60.1113,17.7487,4.34783,465.317,0.0,42.8231,69.9226,PE
4367,AFRANIO,3460.0,27.8363,3.04855,28.7861,0.433526,68.0925,33.2988,14.3931,16.2428,310.19,1557.95,42.7457,58.6416,PE
4368,CORTES,341.0,20.0858,4.01173,42.522,38.7097,5.8651,19.64,9.97067,0.0,0.0,0.0,67.1554,50.4399,PE
4369,PRESIDENTE KENNEDY,165.0,322.639,2.89697,0.0,0.0,100.0,73.5357,55.7576,42.4242,3933.88,0.0,42.4242,56.3636,TO
4370,ALTINHO,2851.0,10.0316,2.20589,27.6394,1.57839,66.7836,87.2955,39.4949,20.5191,755.493,0.0,13.469,63.8723,PE
4371,JOAO COSTA,640.0,33.1386,4.07656,13.9063,1.09375,80.7813,36.4813,23.9063,18.2813,447.249,0.0,14.375,75.0,PI
4372,ESCADA,613.0,50.4158,8.49103,67.5367,18.2708,10.7667,6.7913,23.1648,1.14192,558.023,0.0,61.5008,58.8907,PE
4373,PEDRA BRANCA,493.0,9.42201,3.19878,36.9168,1.21704,59.8377,69.8504,20.8925,29.4118,846.962,0.0,21.501,41.9878,PB
4374,SANTA MARIA DA BOA VISTA,4359.0,18.4269,3.61298,6.95114,66.2767,20.4634,6.81733,8.90112,0.66529,1188.62,0.0,52.0542,62.6979,PE
4375,IBIMIRIM,1741.0,23.2063,3.36588,19.529,5.57151,57.4957,39.0324,28.0299,9.53475,1319.15,0.0,27.4296,55.1407,PE
4376,SANHARO,873.0,15.5471,3.10309,21.9931,1.26002,75.6014,51.0858,30.3551,28.9805,951.12,0.0,2.97824,65.063,PE
4377,LAGOA DO BARRO DO PIAUI,1004.0,60.9916,3.85558,33.5657,0.199203,56.4741,23.7188,19.5219,10.0598,313.3,0.0,8.47458,51.5936,PI
4378,DORMENTES,3037.0,34.4599,2.96576,11.0635,0.0987817,85.7425,44.6701,18.5051,7.60619,300.552,0.0,45.4725,49.1933,PE
4379,JUREMA,1425.0,5.05996,2.96561,45.2632,9.96491,42.7368,63.2086,51.9298,7.7193,594.688,0.0,38.5263,55.7193,PE
4380,PRIMAVERA,617.0,12.2165,2.90113,41.6532,41.0049,7.94165,7.39327,15.7212,0.648298,235.294,0.0,63.5332,46.6775,PE
4381,QUEIMADA NOVA,1877.0,38.2778,3.30261,23.5482,0.106553,57.7517,15.491,15.7166,19.1795,270.196,0.0,7.0016,53.6494,PI
4382,VILA NOVA DO PIAUI,869.0,16.6691,2.51899,58.1128,1.8412,34.6375,31.5564,26.122,6.55926,268.705,0.0,8.18916,49.9425,PI
4383,TAMBORIL DO PIAUI,592.0,22.3789,2.9375,44.9324,0.168919,38.3446,13.4276,19.5946,13.6824,526.202,0.0,84.4595,31.0811,PI
4384,FLORESTA,2033.0,71.098,4.27791,18.1505,0.491884,79.0949,67.6951,29.7098,2.36104,1014.44,0.0,19.0263,60.6985,PE
4385,ALVORADA DO GURGUEIA,376.0,123.022,4.19415,26.0638,2.39362,63.5638,15.4313,53.4574,13.5638,8314.33,3022.74,31.6489,53.4574,PI
4386,CARNAUBEIRA DA PENHA,2098.0,20.7029,3.4428,46.2345,2.9552,46.4252,25.0773,16.7779,2.38322,497.719,0.0,19.7807,51.4299,PE
4387,COUTO MAGALHAES,765.0,165.128,3.50719,13.3333,0.130719,82.3529,62.4545,59.4771,15.9477,3501.78,2706.51,22.4837,60.1307,TO
