,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
4388,PESQUEIRA,2600.0,12.6644,2.72654,47.2692,3.0,47.5,48.0482,22.6538,17.0385,1682.7,0.0,9.52565,56.4231,PE
4389,ITAPORA DO TOCANTINS,283.0,297.357,3.73145,0.353357,0.353357,99.2933,80.6706,68.1979,30.0353,2325.27,0.0,55.1237,37.4558,TO
4390,AMARAJI,1839.0,10.9923,2.61283,38.4992,34.2577,5.32898,19.3195,8.97227,0.163132,458.604,0.0,62.4252,42.0881,PE
4391,SAO CAITANO,1684.0,7.44115,2.66686,57.7197,2.07838,38.5392,62.9745,21.4964,13.4798,616.397,0.0,8.39786,68.2898,PE
4392,SANTA LUZIA,383.0,64.3261,2.8564,25.5875,1.04439,72.5849,12.6027,44.9086,22.1932,321.315,0.0,21.4099,48.0418,PB
4393,COLONIA DO GURGUEIA,302.0,50.5648,4.93377,41.0596,1.65563,49.0066,31.5353,49.3377,2.98013,1347.76,0.0,31.7881,35.7616,PI
4394,CABO DE SANTO AGOSTINHO,1873.0,10.6713,3.3086,52.0555,26.4282,12.9204,2.66134,9.02296,0.907635,495.266,0.0,18.4295,45.2216,PE
4395,CABROBO,1466.0,30.173,3.76194,14.5293,13.2333,61.3915,11.6896,24.352,11.1869,1734.86,0.0,45.5357,71.6917,PE
4396,JUARINA,313.0,124.015,3.64856,2.23642,0.0,96.8051,84.5696,73.8019,18.8498,2901.18,0.0,47.6038,51.7572,TO
4397,ARCOVERDE,737.0,22.8652,2.85617,43.1479,0.949796,49.5251,74.735,16.6893,23.7449,544.067,0.0,17.551,61.3297,PE
4398,BRASILANDIA DO TOCANTINS,137.0,290.216,3.42336,5.10949,2.91971,89.781,72.2817,64.9635,15.3285,3601.99,0.0,43.3824,50.365,TO
4399,TUPIRATINS,275.0,157.736,2.61818,20.7273,0.363636,75.6364,67.8057,53.8182,29.4545,3757.1,2099.86,14.1818,55.2727,TO
4400,PORTO WALTER,1116.0,33.5055,2.78943,88.3513,1.25448,9.22939,12.8601,26.6129,0.0,1889.21,0.0,0.0,57.3477,AC
4401,JUCATI,1780.0,4.72307,3.45,58.427,0.0,39.7191,47.4317,45.6742,8.25843,484.045,0.0,13.9326,69.8876,PE
4402,SAIRE,1235.0,6.79034,1.70607,39.2713,21.2955,32.5506,69.7023,24.0486,1.86235,675.054,0.0,19.4332,60.4049,PE
4403,POCAO,895.0,9.78842,2.00223,53.743,0.782123,44.3575,67.8959,32.067,6.70391,2041.9,0.0,4.35754,65.9218,PE
4404,BELO JARDIM,1502.0,9.43084,2.84887,23.036,11.7843,55.6591,44.5392,27.0972,23.6352,398.044,1000.0,16.8442,69.7736,PE
4405,BEZERROS,1750.0,9.76774,2.36229,32.5714,0.857143,59.0286,52.2948,21.9429,9.2,486.505,0.0,12.0,57.4286,PE
4406,ACAUA,1734.0,44.3877,3.19377,12.1684,0.230681,70.9919,22.714,17.128,24.1638,437.758,0.0,43.8293,60.2653,PI
4407,SAO JULIAO,547.0,26.8142,3.40585,34.9177,0.365631,64.1682,29.8704,14.2596,22.3035,287.871,0.0,6.22711,51.1883,PI
4408,PEQUIZEIRO,786.0,132.601,2.95038,3.05344,0.254453,95.0382,83.6892,46.8193,50.0,4507.77,2643.13,49.7455,58.3969,TO
4409,SAO JOAQUIM DO MONTE,1141.0,5.35243,2.47152,44.8729,3.33041,29.1849,74.7764,22.5241,6.83611,677.935,0.0,17.3532,55.39,PE
4410,POMBOS,2108.0,6.59011,2.97676,39.9905,18.4535,19.6869,41.7647,19.4972,1.32827,836.291,0.0,24.3926,70.3985,PE
4411,SAO JOAO DO PIAUI,1311.0,32.8657,4.21205,21.6629,1.60183,65.3699,23.9558,19.1457,16.2471,604.442,0.0,21.5103,42.868,PI
4412,BETANIA,1808.0,24.5048,2.36228,53.9823,0.276549,44.9668,37.1381,31.1394,2.32301,390.176,0.0,1.55815,69.9115,PE
4413,GRAVATA,1897.0,8.10906,2.5282,36.8477,6.32578,29.573,46.1965,20.8224,4.16447,925.612,0.0,45.1766,52.1349,PE
4414,SANTA CRUZ,1937.0,35.2987,3.18069,11.6159,1.65204,81.4662,11.6891,16.3139,5.47238,343.16,0.0,12.345,38.9262,PE
4415,JABOATAO DOS GUARARAPES,605.0,6.56561,2.95537,52.7273,26.1157,12.562,14.2427,11.0744,1.81818,1209.89,0.0,27.8146,59.1736,PE
4416,TERRA NOVA,457.0,30.0145,2.21882,6.56455,0.656455,89.4967,8.27723,15.5361,12.6915,865.24,0.0,9.49074,69.3654,PE
4417,BREJO DO PIAUI,799.0,35.1754,2.9975,48.811,0.250313,44.9312,16.392,18.5232,22.1527,1078.31,0.0,82.1832,66.9587,PI
4418,PALMEIRA DO PIAUI,765.0,96.1139,4.39346,37.9085,4.05229,47.0588,19.6856,32.0261,16.2092,6739.41,2427.97,19.571,58.4314,PI
4419,SANTA FILOMENA,2030.0,25.4099,3.27783,23.1034,0.44335,67.2414,31.3471,17.5862,9.60591,316.524,0.0,26.3054,42.4138,PE
4420,BETANIA DO PIAUI,1153.0,28.021,2.80486,33.0442,0.0,66.2619,28.7372,15.5247,12.1422,459.219,0.0,21.5958,45.8803,PI
4421,MIRANDIBA,988.0,23.4659,3.15486,41.498,7.18623,48.583,40.9736,21.8623,0.910931,726.123,0.0,36.2715,56.9838,PE
4422,SAO FRANCISCO DE ASSIS DO PIAUI,1196.0,41.3116,3.15217,38.2107,0.083612,60.786,40.8774,23.5786,19.0635,291.265,0.0,1.92953,44.5652,PI
4423,SAO SEBASTIAO DO UMBUZEIRO,347.0,94.334,2.65706,13.2565,0.0,85.3026,13.3458,44.0922,12.1037,398.765,0.0,4.32277,55.0432,PB
4424,SURUBIM,2442.0,4.39555,2.76536,36.3636,0.4914,62.3669,65.9226,29.3202,7.98526,685.338,0.0,61.4251,58.19,PE
4425,CARUARU,1406.0,15.9817,2.88336,21.4083,2.84495,65.1494,56.0832,33.0725,15.7183,684.74,0.0,20.0714,66.5007,PE
4426,MANOEL EMIDIO,494.0,48.6006,3.09514,26.3158,0.202429,62.9555,46.3986,43.7247,13.3603,736.677,0.0,10.0629,51.417,PI
4427,RIACHO DAS ALMAS,1419.0,10.4064,2.3587,27.2023,0.775194,71.6702,42.1012,32.2763,19.3094,571.687,0.0,10.5857,68.4989,PE
4428,CUMARU,2407.0,8.62139,2.37557,45.5754,0.083091,54.0507,65.3814,33.8596,13.2115,909.109,0.0,48.899,52.4304,PE
4429,ELISEU MARTINS,493.0,69.2067,2.714,61.0548,0.608519,37.931,9.68803,32.0487,3.85396,1072.62,0.0,58.8235,43.8134,PI
4430,SERTANIA,3589.0,40.7135,2.52187,24.1293,2.22903,71.9142,51.5394,34.1878,11.8139,768.069,3334.0,1.69964,59.7102,PE
4431,SAO LOURENCO DA MATA,727.0,18.6144,3.17194,48.9684,9.76616,30.5365,11.8756,31.3618,1.23796,302.452,0.0,17.6066,45.1169,PE
4432,SANTA MARIA DO CAMBUCA,1740.0,2.0915,2.44885,66.7241,0.402299,32.8736,40.5501,17.8736,3.56322,565.145,0.0,69.8677,56.4368,PE
4433,CANTO DO BURITI,2160.0,23.5454,3.8,57.4537,1.15741,33.5648,16.274,17.5463,16.9907,853.404,0.0,63.287,59.3056,PI
4434,RECIFE,242.0,3.45775,5.14876,11.9835,5.3719,13.6364,26.1061,11.157,1.23967,0.0,0.0,14.876,55.3719,PE
4435,SAO JOAO DO TIGRE,587.0,81.5222,2.91993,19.2504,0.851789,78.8756,8.5699,33.9012,11.2436,304.904,0.0,0.851789,52.1295,PB
4436,ITAPIRATINS,494.0,204.184,2.85223,12.1457,0.404858,81.7814,46.32,79.1498,11.5385,4286.65,2906.14,40.2439,62.5506,TO
4437,BREJO DA MADRE DE DEUS,1442.0,17.8653,2.65395,17.8918,4.36893,70.7351,51.0772,38.9736,15.8114,1229.83,0.0,18.75,71.2899,PE
4438,PEDRO LAURENTINO,597.0,51.0809,2.96985,28.8107,0.0,60.469,42.7959,54.1039,5.52764,730.055,0.0,29.4807,61.3065,PI
4439,SAO LUIZ DO NORTE,258.0,221.372,7.93023,19.7674,1.55039,74.8062,33.9123,60.0775,29.0698,4689.51,3338.58,24.4186,29.4574,GO
4440,PARNAMIRIM,1917.0,55.9638,3.09546,3.59937,0.156495,95.4095,30.4267,21.3354,13.615,547.054,0.0,11.4467,58.2681,PE
4441,SALGADINHO,770.0,3.64134,2.18182,44.6753,0.649351,54.4156,49.4891,36.4935,2.85714,892.95,0.0,56.2338,44.5455,PE
4442,LIMOEIRO,1721.0,9.43372,2.31145,48.925,7.32132,42.301,57.4971,34.4567,3.13771,767.408,0.0,34.7472,55.8977,PE
4443,CUSTODIA,3789.0,23.9888,2.52864,40.0633,0.950119,57.9572,67.4457,30.7997,10.9,962.041,0.0,2.52525,49.7229,PE
4444,FREI MIGUELINHO,1336.0,8.28351,2.39147,38.024,0.449102,61.4521,75.141,29.7156,13.0988,611.523,0.0,48.503,65.9431,PE
4445,COLINAS DO TOCANTINS,386.0,187.585,2.77461,6.21762,0.777202,87.3057,77.22,58.8083,13.4715,2020.82,0.0,59.5855,52.3316,TO
4446,JATAUBA,1094.0,26.1399,2.47258,23.2176,0.0,76.3254,14.85,38.8483,9.78062,865.761,0.0,0.642202,78.245,PE
4447,BERNARDO SAYAO,577.0,114.834,3.78163,2.94627,0.17331,96.8804,85.7366,46.6204,50.7799,0.0,0.0,59.6187,47.3137,TO
4448,PAUDALHO,898.0,16.5272,4.38085,51.0022,7.12695,28.7305,16.0332,24.9443,1.11359,1843.53,0.0,9.51835,41.4254,PE
4449,VERDEJANTE,1243.0,16.7374,2.7675,37.8922,2.17216,53.3387,35.8652,15.6879,3.45937,390.386,0.0,22.8896,57.7635,PE
4450,VERTENTES,790.0,15.4439,2.51139,31.8987,0.253165,65.0633,65.1071,33.5443,15.6962,505.358,0.0,55.5696,56.2025,PE
4451,SANTA CRUZ DO CAPIBARIBE,435.0,40.3363,2.58851,5.97701,0.0,92.6437,67.8018,33.7931,26.8966,486.592,0.0,2.52874,76.092,PE
4452,TASSO FRAGOSO,378.0,634.132,5.80159,23.0159,0.793651,74.3386,6.03586,64.8148,10.0529,5653.11,3076.84,20.3704,65.0794,MA
4453,BOM JARDIM,3832.0,2.98384,2.39092,43.1367,7.09812,43.6848,37.6746,41.6754,2.37474,543.929,0.0,36.1691,64.0136,PE
4454,ABREU E LIMA,408.0,2.45242,2.09804,35.5392,28.6765,23.2843,1.64304,10.5392,1.47059,617.647,0.0,1.22549,37.5,PE
4455,BAIXA GRANDE DO RIBEIRO,913.0,509.942,5.40526,49.3976,0.657174,39.3209,7.85819,40.6353,16.3198,6184.69,3090.8,12.5,64.9507,PI
4456,CAMALAU,698.0,37.0964,2.73352,3.4384,0.143266,91.2607,64.7724,21.2034,14.8997,555.556,0.0,3.29513,73.4957,PB
4457,SALGUEIRO,1988.0,25.9677,2.58954,15.5433,2.666,79.6278,26.5721,26.8612,2.96781,574.041,0.0,20.1342,61.3682,PE
4458,TAQUARITINGA DO NORTE,1584.0,18.6704,2.04356,32.0076,9.59596,54.9242,66.4206,27.9672,3.97727,375.598,0.0,2.0266,53.5985,PE
4459,FLORES,3373.0,13.1153,2.2772,69.2262,0.592944,29.9733,37.9727,43.7889,5.15861,380.455,0.0,8.98843,65.1349,PE
4460,CURRAL NOVO DO PIAUI,741.0,45.7382,3.37922,20.6478,0.269906,72.3347,7.34222,19.4332,8.09717,263.796,0.0,34.8178,54.7908,PI
4461,ARACOIABA,57.0,3.1354,2.22807,57.8947,1.75439,3.50877,4.19656,3.50877,0.0,1220.34,0.0,1.75439,63.1579,PE
4462,PAES LANDIM,807.0,21.7465,2.11152,48.8228,0.86741,47.4597,53.2959,16.9765,9.29368,635.967,0.0,12.2807,44.2379,PI
4463,VERTENTE DO LERIO,610.0,4.98261,2.90164,29.1803,0.491803,70.1639,53.5825,40.4918,11.6393,643.472,0.0,34.918,66.5574,PE
4464,CASINHAS,1903.0,3.50504,2.55386,42.722,0.105097,54.1251,58.5052,34.9974,9.14346,489.395,0.0,44.4561,57.1729,PE
4465,REDENCAO,986.0,249.314,2.96653,14.6045,0.912779,79.4118,68.4729,50.3043,19.8783,3195.36,2773.31,33.0629,48.3773,PA
4466,JACOBINA DO PIAUI,1406.0,63.3059,2.46799,8.74822,0.142248,87.34,37.6892,23.3286,28.5206,341.93,0.0,21.6927,50.9246,PI
4467,SAO JOSE DO ALEGRE,237.0,25.7472,2.28692,8.43882,25.7384,64.9789,77.2719,51.0549,33.7553,1890.45,0.0,27.8481,53.5865,MG
4468,MONTEIRO,3203.0,22.8629,2.86481,27.7864,1.15517,67.187,12.0593,29.1602,21.0428,419.03,0.0,19.2308,64.8767,PB
4469,SERRA TALHADA,4229.0,40.6569,2.47718,46.5358,1.06408,48.6403,13.343,38.4961,11.161,565.617,0.0,24.0539,67.2263,PE
4470,DIAMANTE DO NORTE,176.0,104.75,3.20455,16.4773,17.6136,57.9545,63.714,49.4318,11.3636,4368.96,2460.41,19.3182,42.0455,PR
4471,PENAFORTE,287.0,19.8048,3.5993,35.5401,10.8014,42.5087,51.9265,29.6167,15.6794,535.299,0.0,57.4913,75.2613,CE
4472,ILHA DE ITAMARACA,95.0,4.71719,2.09474,21.0526,21.0526,16.8421,1.86172,5.26316,1.05263,0.0,0.0,0.0,58.9474,PE
4473,SANTA CECILIA,1048.0,13.0425,3.05057,20.6107,0.0,77.6718,15.5932,21.2786,27.4809,356.584,0.0,51.6221,68.5115,PB
4474,PAJEU DO PIAUI,590.0,53.4184,3.30678,46.7797,1.35593,46.7797,4.86514,21.8644,26.4407,1100.44,0.0,41.5254,68.8136,PI
4475,PAVUSSU,647.0,23.4519,4.72952,62.5966,0.772798,27.6662,15.4004,26.7388,1.23648,855.126,0.0,45.4405,61.9784,PI
4476,RODRIGUES ALVES,1292.0,35.8426,4.77941,84.7523,1.00619,10.8359,32.125,60.0619,0.309598,1460.04,0.0,6.65635,61.9195,AC
4477,CARAUBAS,396.0,59.1206,2.15404,1.76768,1.51515,93.9394,52.2951,28.0303,11.6162,1013.81,0.0,8.33333,68.6869,PB
4478,OROBO,2229.0,3.52621,2.49798,33.6474,7.44729,50.0673,55.1915,53.3423,2.73665,413.589,0.0,15.4329,62.943,PE
4479,QUIXABA,1356.0,9.00814,3.21386,48.0089,0.589971,51.2537,42.8562,50.5162,9.73451,627.163,0.0,19.1426,65.3392,PE
4480,INGAZEIRA,626.0,20.9954,2.62939,25.7188,0.0,71.5655,43.6398,41.853,21.246,361.387,0.0,29.8722,73.0032,PE
4481,SERRITA,2223.0,36.8035,3.00045,18.2636,0.404858,79.892,41.3342,30.8142,14.6649,453.193,0.0,29.8695,53.8462,PE
4482,SAO JOSE DO BELMONTE,2975.0,22.9718,3.37782,55.6975,2.62185,39.9328,36.9439,31.9328,5.27731,400.916,0.0,75.5212,67.8319,PE
4483,ARRAIAL,680.0,15.8412,2.95588,58.0882,0.735294,40.1471,55.3171,31.3235,2.5,1287.71,0.0,27.2593,52.7941,PI
4484,CARNAIBA,2647.0,6.41597,2.11787,70.1549,1.20892,24.5183,32.8208,44.6165,3.62675,401.145,0.0,9.63719,61.2769,PE
4485,JATI,485.0,14.9693,2.20825,46.8041,4.53608,44.9485,76.8151,19.3814,16.2887,893.017,0.0,71.134,56.701,CE
4486,UMBUZEIRO,886.0,9.10679,2.99774,25.9594,0.112867,68.5102,36.6301,25.7336,30.0226,452.889,0.0,23.8149,65.1242,PB
4487,ITAQUITINGA,746.0,8.10895,3.59115,60.4558,5.63003,17.6944,8.68697,8.98123,1.20643,1955.58,0.0,11.5282,52.0107,PE
4488,AFOGADOS DA INGAZEIRA,1882.0,11.4106,2.8491,35.4942,0.63762,61.1052,51.4202,43.5175,12.221,432.733,1200.0,8.76727,62.1148,PE
4489,AGUA BRANCA,863.0,12.6613,2.90267,43.8007,0.926999,50.2897,20.6256,49.5944,14.7161,399.268,0.0,15.1972,70.336,PB
4490,CARIDADE DO PIAUI,837.0,33.7374,3.01195,5.01792,0.238949,93.6679,37.5738,19.4743,12.9032,289.033,0.0,40.3823,45.7587,PI
4491,TUPARETAMA,373.0,29.8124,2.91153,32.9759,0.80429,63.807,44.5797,39.9464,18.4987,416.971,0.0,19.0349,68.6327,PE
4492,COXIXOLA,259.0,42.815,2.32819,13.5135,0.772201,83.7838,5.60686,19.305,12.7413,751.542,0.0,18.1467,62.9344,PB
4493,VARZEA GRANDE,528.0,15.6108,2.07955,70.4545,0.189394,25.7576,31.3467,13.2576,1.70455,1042.42,0.0,31.1195,48.6742,PI
4494,RIBEIRA DO PIAUI,464.0,61.9189,3.90948,41.3793,0.431034,48.7069,16.7675,44.3966,19.8276,1063.34,0.0,27.9826,58.8362,PI
4495,BANDEIRANTES DO TOCANTINS,212.0,495.752,3.26887,4.71698,0.943396,94.3396,80.7306,66.5094,17.9245,1888.39,0.0,68.3962,56.1321,TO
4496,RIACHO DE SANTO ANTONIO,51.0,150.041,3.0,0.0,0.0,100.0,81.2875,41.1765,27.451,0.0,0.0,2.04082,27.451,PB
4497,ALCANTIL,475.0,40.8277,2.77263,0.421053,0.0,98.9474,27.1459,31.3684,40.6316,278.777,0.0,1.26316,67.5789,PB
4498,SIMPLICIO MENDES,1636.0,43.3406,3.16076,28.4841,2.75061,65.8313,19.5889,21.8215,19.1932,636.001,0.0,27.0769,48.6553,PI
4499,GUARARA,119.0,69.2209,5.10924,12.605,4.20168,82.3529,68.9133,50.4202,42.0168,2475.29,0.0,15.126,37.8151,MG
4500,BARRA DE SAO MIGUEL,505.0,66.7786,2.65545,7.32673,0.792079,89.505,59.5762,40.198,15.0495,430.222,0.0,12.3506,61.7822,PB
4501,SANTA INES,403.0,50.3575,4.02233,18.1141,0.744417,75.1861,19.6688,31.0174,35.732,586.174,0.0,55.335,66.7494,PB
4502,ARAPOEMA,246.0,503.843,4.34959,4.87805,0.813008,92.2764,78.2314,62.1951,34.1463,4433.39,3258.95,43.0894,43.0894,TO
4503,PALMEIRANTE,724.0,227.918,3.76934,18.7845,0.276243,79.8343,54.9058,71.1326,8.70166,3885.23,2353.55,28.5912,58.1492,TO
4504,VOLTA GRANDE,131.0,133.83,3.55725,6.87023,0.0,91.6031,70.3893,45.8015,48.855,3333.33,0.0,12.2137,29.0076,MG
4505,VERA MENDES,719.0,22.2836,3.73574,21.6968,0.139082,76.6342,20.8111,18.4979,12.7955,384.898,0.0,32.9624,50.904,PI
4506,PRINCESA ISABEL,1146.0,14.4732,3.9808,41.7103,0.08726,54.1012,23.746,35.0785,22.5131,533.815,0.0,43.7173,75.3054,PB
4507,PATOS DO PIAUI,1273.0,24.0544,2.82482,34.2498,0.314218,62.1367,33.3935,20.11,9.74077,478.031,0.0,8.28076,43.205,PI
4508,SUME,905.0,53.6811,3.03978,10.6077,1.10497,85.0829,24.9659,31.1602,18.674,539.469,0.0,11.1602,58.0111,PB
4509,DOM PEDRO,631.0,33.1617,3.02377,25.3566,6.81458,29.1601,65.6168,18.7005,4.59588,1244.03,0.0,67.7866,52.2979,MA
4510,BARRA DE SANTANA,1487.0,16.9295,2.58104,14.5259,0.0672495,82.3134,30.2581,18.5609,40.4842,324.419,0.0,2.55892,70.612,PB
4511,RIBEIRO GONCALVES,345.0,624.047,5.37101,35.3623,0.289855,52.7536,19.6112,47.2464,20.5797,5418.22,3233.96,25.2174,45.5072,PI
4512,GURINHEM,1237.0,14.3908,2.63703,81.0024,0.0808407,17.8658,75.2791,22.0695,3.39531,742.481,0.0,64.0259,57.3161,PB
4513,UBAITABA,272.0,41.6329,4.25,6.61765,68.75,19.1176,40.9329,14.3382,20.5882,0.0,0.0,12.5,37.1324,BA
4514,ALIANCA,804.0,22.1459,3.27861,54.3532,5.22388,22.3881,14.4593,23.1343,2.23881,648.151,0.0,19.6989,50.6219,PE
4515,SAO VICENTE FERRER,478.0,12.3732,3.28033,6.48536,67.5732,24.6862,43.5672,27.4059,6.90377,177.305,0.0,57.9646,46.0251,PE
4516,CALDAS BRANDAO,205.0,26.0603,2.54634,55.6098,0.0,39.5122,77.6858,42.439,3.90244,421.122,0.0,39.5122,52.1951,PB
4517,PORTEIRAS,1534.0,10.8947,2.98696,32.7249,3.78096,59.1265,49.2069,23.2073,13.3638,1210.05,0.0,74.5763,64.8631,CE
4518,BERTOLINIA,413.0,75.7492,2.14286,33.414,0.0,65.6174,84.6684,22.5182,23.2446,1013.98,0.0,12.5908,66.8281,PI
4519,MOREILANDIA,779.0,33.0551,2.73813,26.4442,0.12837,71.887,46.0263,35.1733,11.2965,351.964,0.0,17.3299,56.611,PE
4520,GOIANA,1546.0,15.7727,1.85834,37.0634,11.0608,45.0194,4.53616,5.69211,1.81113,1724.72,0.0,11.0446,50.7115,PE
4521,SARZEDO,72.0,13.6176,4.98611,1.38889,2.77778,11.1111,32.5509,5.55556,8.33333,5010.34,0.0,80.2817,70.8333,MG
4522,CRUZ DO ESPIRITO SANTO,1855.0,7.1396,2.62695,66.5768,0.862534,19.0836,6.14392,20.1617,1.02426,1199.67,0.0,30.7443,43.2345,PB
4523,SIMOES,2082.0,35.8016,3.55091,39.3852,0.144092,58.5975,23.6049,14.3612,4.41883,316.133,0.0,32.0463,55.3794,PI
4524,AROEIRAS,2092.0,8.59298,2.95459,29.0631,0.0,68.26,39.8993,36.8069,19.5985,426.466,0.0,28.3939,74.6176,PB
4525,TABIRA,1741.0,11.4622,2.6232,36.8179,0.689259,61.3441,31.4099,45.7783,18.0931,409.551,0.0,13.3908,51.9816,PE
4526,CAAPORA,536.0,21.7063,8.03731,44.0299,7.27612,5.41045,1.96483,5.97015,0.559702,2400.0,0.0,42.5373,64.5522,PB
4527,BARRA DO OURO,252.0,238.734,5.36905,36.1111,1.98413,58.7302,56.8584,32.5397,11.9048,653.095,2707.63,6.77291,63.8889,TO
4528,ITAMBE,745.0,25.5098,3.51812,53.1544,2.81879,25.5034,5.407,22.6846,2.55034,3764.65,0.0,42.1127,58.1208,PE
4529,SALGADINHO,338.0,22.1766,2.57692,5.6213,0.295858,89.3491,11.5346,36.3905,21.8935,504.042,0.0,30.4734,67.4556,PB
4530,NOVA OLINDA,719.0,147.695,2.80111,19.7497,3.8943,73.9917,70.4187,60.6398,19.6106,3190.19,2452.17,44.2281,48.6787,TO
4531,SAO MIGUEL DO FIDALGO,207.0,76.9142,4.48792,56.5217,0.483092,42.5121,64.4181,45.8937,7.72947,1123.93,0.0,23.6715,59.9034,PI
4532,TIMBAUBA,706.0,19.3007,2.78187,29.745,7.36544,38.5269,40.1616,32.7195,6.79887,1223.14,0.0,28.6337,47.0255,PE
4533,BREJO SANTO,1682.0,12.1679,3.32937,49.4055,1.12961,42.2711,55.5863,15.22,18.4304,1491.44,0.0,83.1053,60.7015,CE
4534,CONCEICAO,1595.0,23.1177,3.81755,28.3386,0.438871,60.5643,24.7191,29.0282,28.0878,739.015,0.0,52.8527,52.163,PB
4535,EXU,2597.0,25.4195,2.98075,29.7651,0.616095,69.0027,62.7566,15.4794,20.4082,367.893,0.0,33.7312,57.8745,PE
4536,ARARIPINA,7375.0,12.2447,3.40664,58.4407,0.433898,39.3898,19.7206,10.8068,3.05085,410.514,0.0,49.4981,69.1254,PE
4537,PAU DARCO,421.0,278.242,3.9905,13.0641,0.23753,86.2233,75.0151,51.5439,35.867,1538.41,0.0,40.1425,39.1924,TO
4538,ITATUBA,837.0,26.1739,2.92712,60.693,0.597372,36.7981,55.0739,21.8638,12.1864,642.482,0.0,66.3876,54.3608,PB
4539,DIAMANTE,555.0,30.4007,4.34234,40.5405,0.36036,54.955,17.2987,21.6216,21.982,815.644,0.0,45.5856,50.0901,PB
4540,IMACULADA,1099.0,14.7348,2.55687,56.5059,0.727934,42.6752,12.3956,45.8599,7.00637,367.258,0.0,3.82166,46.7698,PB
4541,CABACEIRAS,629.0,49.1907,2.71542,10.1749,0.158983,87.5994,38.7306,22.5755,29.0938,2015.21,0.0,16.2162,65.5008,PB
4542,SAO JOSE DOS CORDEIROS,541.0,43.9176,3.27726,11.8299,0.0,85.9519,7.29837,53.7893,21.2569,468.333,0.0,36.414,70.9797,PB
4543,QUEIMADAS,3401.0,7.5392,2.67568,26.9039,0.205822,71.2143,40.9149,27.6389,18.1417,605.13,0.0,32.9609,73.6548,PB
4544,SERRA DO MEL,854.0,51.4141,4.12998,11.1241,59.4848,13.2318,2.23726,5.9719,7.37705,477.978,0.0,56.9412,52.5761,RN
4545,SANTANA DOS GARROTES,703.0,21.1915,2.14651,31.7212,0.284495,65.5761,42.2346,31.2945,32.2902,888.582,0.0,34.1394,55.9033,PB
4546,ITAPETIM,1468.0,16.8897,2.26362,51.8392,0.27248,45.6403,43.4325,42.3706,14.1008,474.5,0.0,13.4877,58.3787,PE
4547,PADRE MARCOS,829.0,17.9069,4.10495,31.9662,0.241255,66.8275,48.5253,14.3546,9.16767,343.77,0.0,43.3575,35.1025,PI
4548,CAMPO LARGO DO PIAUI,1162.0,8.23181,2.43976,33.3907,1.80723,30.2065,47.8311,15.7487,1.29088,973.451,0.0,24.6994,64.4578,PI
4549,FILADELFIA,697.0,176.326,3.5825,4.73458,0.286944,92.396,70.2211,77.0445,11.4778,2508.94,0.0,10.6725,51.6499,TO
4550,ITAINOPOLIS,2166.0,11.2039,3.08033,24.9769,0.369344,70.868,25.781,17.5439,9.69529,483.192,0.0,10.037,38.5965,PI
4551,ALHANDRA,836.0,13.4499,3.93182,35.0478,19.0191,17.5837,7.34037,15.311,2.27273,240.0,0.0,60.5263,54.067,PB
4552,BELEM DO PIAUI,455.0,31.3233,4.2044,44.8352,0.21978,53.6264,38.341,20.4396,15.6044,478.461,0.0,35.5408,43.2967,PI
4553,CANAVIEIRA,484.0,114.97,4.54339,43.3884,0.826446,54.7521,43.8836,47.314,17.562,1346.08,0.0,33.4711,58.4711,PI
4554,SEBASTIAO LEAL,502.0,309.264,3.75896,50.1992,0.996016,47.6096,5.99621,36.0558,12.749,5375.77,3249.9,9.76096,60.1594,PI
4555,CONDE,908.0,7.86802,3.19493,33.37,17.6211,13.7665,7.11516,9.5815,1.54185,765.505,0.0,56.4978,59.9119,PB
4556,PARARI,359.0,42.9387,3.14485,4.73538,0.278552,88.8579,14.8926,43.1755,22.2841,242.143,0.0,31.5642,72.702,PB
4557,DESTERRO,516.0,20.7088,4.2093,28.6822,0.193798,61.2403,32.0675,46.8992,20.9302,430.259,0.0,25.5814,57.5581,PB
4558,MATUREIA,420.0,10.5153,3.00238,32.8571,2.38095,64.0476,17.691,24.0476,11.9048,330.868,0.0,16.9048,70.2381,PB
4559,BARBALHA,2936.0,4.39967,2.87534,50.8515,4.97275,38.4877,32.4896,5.65395,7.79973,1086.98,0.0,34.3035,69.4482,CE
4560,MOGEIRO,1024.0,14.3254,3.3877,56.3477,0.488281,38.2813,59.9121,30.1758,10.8398,615.891,0.0,55.5664,61.5234,PB
4561,MAURITI,3639.0,14.7994,4.16763,45.507,3.21517,48.6123,39.1561,15.2789,25.7763,1108.28,0.0,72.0649,66.5842,CE
4562,PEDRAS DE FOGO,1824.0,15.6285,3.11678,75.2741,1.37061,5.26316,8.74105,9.64912,0.328947,649.616,0.0,58.4202,65.5702,PB
4563,CALDEIRAO GRANDE DO PIAUI,1085.0,25.3733,3.90783,63.7788,0.0921659,35.1152,14.8206,14.5622,6.54378,477.891,0.0,23.4101,47.7419,PI
4564,JAICOS,2637.0,13.4758,2.41373,38.5286,7.54645,52.6735,21.233,13.121,2.23739,415.202,0.0,9.32878,34.2435,PI
4565,BREJINHO,837.0,9.40864,2.66308,39.546,10.2748,46.7145,14.0852,32.3775,10.7527,467.318,0.0,18.7575,54.8387,PE
